,input,target
4861,	madonna,"madonna
"
4862,	azalee,"azalee
"
4863,	colleen,"colleen
"
4864,	darlene,"darlene
"
4865,	macel,"macel
"
4866,	cleola,"cleola
"
4867,	loree,"loree
"
4868,	stephania,"stephania
"
4869,	joann,"joann
"
4870,	antonetta,"antonetta
"
4871,	arietta,"arietta
"
4872,	vivienne,"vivienne
"
4873,	elinore,"elinore
"
4874,	benita,"benita
"
4875,	glenda,"glenda
"
4876,	earlene,"earlene
"
4877,	arleen,"arleen
"
4878,	blanchie,"blanchie
"
4879,	vilma,"vilma
"
4880,	erline,"erline
"
4881,	felice,"felice
"
4882,	georgette,"georgette
"
4883,	yvette,"yvette
"
4884,	assunta,"assunta
"
4885,	helyn,"helyn
"
4886,	lavonne,"lavonne
"
4887,	audry,"audry
"
4888,	dorathy,"dorathy
"
4889,	stasia,"stasia
"
4890,	vita,"vita
"
4891,	jayne,"jayne
"
4892,	maebell,"maebell
"
4893,	mafalda,"mafalda
"
4894,	olympia,"olympia
"
4895,	masako,"masako
"
4896,	stacia,"stacia
"
4897,	domenica,"domenica
"
4898,	ingrid,"ingrid
"
4899,	wynona,"wynona
"
4900,	bernita,"bernita
"
4901,	carole,"carole
"
4902,	elenore,"elenore
"
4903,	waneta,"waneta
"
4904,	esperanza,"esperanza
"
4905,	madelene,"madelene
"
4906,	roselyn,"roselyn
"
4907,	kathlyn,"kathlyn
"
4908,	ardith,"ardith
"
4909,	venita,"venita
"
4910,	santina,"santina
"
4911,	maryjane,"maryjane
"
4912,	orene,"orene
"
4913,	noreen,"noreen
"
4914,	antionette,"antionette
"
4915,	margot,"margot
"
4916,	dawn,"dawn
"
4917,	lahoma,"lahoma
"
4918,	alexandra,"alexandra
"
4919,	maryellen,"maryellen
"
4920,	ruthe,"ruthe
"
4921,	cleone,"cleone
"
4922,	kathaleen,"kathaleen
"
4923,	aldona,"aldona
"
4924,	janis,"janis
"
4925,	christeen,"christeen
"
4926,	dorine,"dorine
"
4927,	caryl,"caryl
"
4928,	francine,"francine
"
4929,	rosaria,"rosaria
"
4930,	erlene,"erlene
"
4931,	georgetta,"georgetta
"
4932,	olene,"olene
"
4933,	sheila,"sheila
"
4934,	georgene,"georgene
"
4935,	yoshiko,"yoshiko
"
4936,	delora,"delora
"
4937,	lavelle,"lavelle
"
4938,	idamae,"idamae
"
4939,	michelina,"michelina
"
4940,	catalina,"catalina
"
4941,	liberty,"liberty
"
4942,	victory,"victory
"
4943,	beverley,"beverley
"
4944,	laurene,"laurene
"
4945,	marilynn,"marilynn
"
4946,	jeraldine,"jeraldine
"
4947,	marylou,"marylou
"
4948,	jacquelyn,"jacquelyn
"
4949,	oneida,"oneida
"
4950,	concha,"concha
"
4951,	marina,"marina
"
4952,	doreen,"doreen
"
4953,	haruko,"haruko
"
4954,	felipa,"felipa
"
4955,	socorro,"socorro
"
4956,	elois,"elois
"
4957,	toshiko,"toshiko
"
4958,	carlene,"carlene
"
4959,	fumiko,"fumiko
"
4960,	soledad,"soledad
"
4961,	gearldine,"gearldine
"
4962,	shirlee,"shirlee
"
4963,	merry,"merry
"
4964,	clarine,"clarine
"
4965,	lorayne,"lorayne
"
4966,	marlene,"marlene
"
4967,	kiyoko,"kiyoko
"
4968,	elwanda,"elwanda
"
4969,	elayne,"elayne
"
4970,	darline,"darline
"
4971,	arlyne,"arlyne
"
4972,	marlys,"marlys
"
4973,	mardell,"mardell
"
4974,	willene,"willene
"
4975,	inell,"inell
"
4976,	venice,"venice
"
4977,	ofelia,"ofelia
"
4978,	peggie,"peggie
"
4979,	beatriz,"beatriz
"
4980,	rochelle,"rochelle
"
4981,	leatrice,"leatrice
"
4982,	billye,"billye
"
4983,	darleen,"darleen
"
4984,	hortencia,"hortencia
"
4985,	ethelene,"ethelene
"
4986,	marylouise,"marylouise
"
4987,	eris,"eris
"
4988,	bettyjane,"bettyjane
"
4989,	penny,"penny
"
4990,	dorene,"dorene
"
4991,	toni,"toni
"
4992,	lynette,"lynette
"
4993,	vonda,"vonda
"
4994,	amparo,"amparo
"
4995,	bebe,"bebe
"
4996,	phylis,"phylis
"
4997,	bettylou,"bettylou
"
4998,	wanita,"wanita
"
4999,	marceline,"marceline
"
5000,	vernelle,"vernelle
"
5001,	ernestina,"ernestina
"
5002,	doloris,"doloris
"
5003,	delois,"delois
"
5004,	nanette,"nanette
"
5005,	ardelle,"ardelle
"
5006,	natalia,"natalia
"
5007,	estela,"estela
"
5008,	sherry,"sherry
"
5009,	twyla,"twyla
"
5010,	jacquelin,"jacquelin
"
5011,	enriqueta,"enriqueta
"
5012,	bobbye,"bobbye
"
5013,	patti,"patti
"
5014,	lorrayne,"lorrayne
"
5015,	janell,"janell
"
5016,	ladonna,"ladonna
"
5017,	nada,"nada
"
5018,	carla,"carla
"
5019,	evangelina,"evangelina
"
5020,	willodean,"willodean
"
5021,	charleen,"charleen
"
5022,	coleen,"coleen
"
5023,	illa,"illa
"
5024,	shirlie,"shirlie
"
5025,	ailene,"ailene
"
5026,	erlinda,"erlinda
"
5027,	lita,"lita
"
5028,	marilou,"marilou
"
5029,	lawanda,"lawanda
"
5030,	charmaine,"charmaine
"
5031,	cherie,"cherie
"
5032,	sonya,"sonya
"
5033,	raquel,"raquel
"
5034,	hortensia,"hortensia
"
5035,	valencia,"valencia
"
5036,	jocelyn,"jocelyn
"
5037,	kazuko,"kazuko
"
5038,	joye,"joye
"
5039,	lidia,"lidia
"
5040,	roseann,"roseann
"
5041,	earlean,"earlean
"
5042,	jeannine,"jeannine
"
5043,	romona,"romona
"
5044,	jeanine,"jeanine
"
5045,	joline,"joline
"
5046,	felicitas,"felicitas
"
5047,	carma,"carma
"
5048,	marva,"marva
"
5049,	colette,"colette
"
5050,	sondra,"sondra
"
5051,	marilee,"marilee
"
5052,	jolene,"jolene
"
5053,	jovita,"jovita
"
5054,	dorla,"dorla
"
5055,	dianne,"dianne
"
5056,	margy,"margy
"
5057,	velia,"velia
"
5058,	margene,"margene
"
5059,	beverlee,"beverlee
"
5060,	maryanne,"maryanne
"
5061,	joycelyn,"joycelyn
"
5062,	merlene,"merlene
"
5063,	oralia,"oralia
"
5064,	sydell,"sydell
"
5065,	jill,"jill
"
5066,	ardeth,"ardeth
"
5067,	armida,"armida
"
5068,	marylin,"marylin
"
5069,	sonja,"sonja
"
5070,	laquita,"laquita
"
5071,	julianne,"julianne
"
5072,	nannette,"nannette
"
5073,	margo,"margo
"
5074,	claudette,"claudette
"
5075,	arla,"arla
"
5076,	charlsie,"charlsie
"
5077,	marylyn,"marylyn
"
5078,	mitzi,"mitzi
"
5079,	patrica,"patrica
"
5080,	eartha,"eartha
"
5081,	herlinda,"herlinda
"
5082,	trudy,"trudy
"
5083,	verdell,"verdell
"
5084,	joretta,"joretta
"
5085,	marsha,"marsha
"
5086,	verlene,"verlene
"
5087,	lynne,"lynne
"
5088,	mariann,"mariann
"
5089,	joetta,"joetta
"
5090,	rosanne,"rosanne
"
5091,	belia,"belia
"
5092,	janelle,"janelle
"
5093,	merilyn,"merilyn
"
5094,	ardyce,"ardyce
"
5095,	rosita,"rosita
"
5096,	celine,"celine
"
5097,	carleen,"carleen
"
5098,	carolee,"carolee
"
5099,	dian,"dian
"
5100,	dorthey,"dorthey
"
5101,	kathy,"kathy
"
5102,	marita,"marita
"
5103,	thomasina,"thomasina
"
5104,	marta,"marta
"
5105,	thalia,"thalia
"
5106,	nira,"nira
"
5107,	sharlene,"sharlene
"
5108,	rheta,"rheta
"
5109,	jerrie,"jerrie
"
5110,	ginger,"ginger
"
5111,	jacklyn,"jacklyn
"
5112,	elissa,"elissa
"
5113,	paulette,"paulette
"
5114,	monna,"monna
"
5115,	joellen,"joellen
"
5116,	lavona,"lavona
"
5117,	bonny,"bonny
"
5118,	luanne,"luanne
"
5119,	saundra,"saundra
"
5120,	luann,"luann
"
5121,	pearlene,"pearlene
"
5122,	nancie,"nancie
"
5123,	shirlene,"shirlene
"
5124,	marcelina,"marcelina
"
5125,	vicki,"vicki
"
5126,	karol,"karol
"
5127,	louann,"louann
"
5128,	alison,"alison
"
5129,	marylee,"marylee
"
5130,	sharron,"sharron
"
5131,	cathy,"cathy
"
5132,	darla,"darla
"
5133,	norita,"norita
"
5134,	gaye,"gaye
"
5135,	jeri,"jeri
"
5136,	loris,"loris
"
5137,	shirleyann,"shirleyann
"
5138,	carolynn,"carolynn
"
5139,	marla,"marla
"
5140,	evonne,"evonne
"
5141,	darlyne,"darlyne
"
5142,	vernetta,"vernetta
"
5143,	rhonda,"rhonda
"
5144,	shelba,"shelba
"
5145,	shelva,"shelva
"
5146,	deanna,"deanna
"
5147,	karla,"karla
"
5148,	tanya,"tanya
"
5149,	annmarie,"annmarie
"
5150,	wendy,"wendy
"
5151,	ruthann,"ruthann
"
5152,	sherrie,"sherrie
"
5153,	carolann,"carolann
"
5154,	evon,"evon
"
5155,	sheryl,"sheryl
"
5156,	jacquline,"jacquline
"
5157,	karlene,"karlene
"
5158,	glennis,"glennis
"
5159,	karin,"karin
"
5160,	marleen,"marleen
"
5161,	roxanne,"roxanne
"
5162,	harlene,"harlene
"
5163,	annamarie,"annamarie
"
5164,	jacque,"jacque
"
5165,	maralyn,"maralyn
"
5166,	shari,"shari
"
5167,	larae,"larae
"
5168,	gayla,"gayla
"
5169,	deanne,"deanne
"
5170,	dianna,"dianna
"
5171,	simone,"simone
"
5172,	leilani,"leilani
"
5173,	vickie,"vickie
"
5174,	diann,"diann
"
5175,	karolyn,"karolyn
"
5176,	deann,"deann
"
5177,	noretta,"noretta
"
5178,	shelvia,"shelvia
"
5179,	shelvie,"shelvie
"
5180,	shelia,"shelia
"
5181,	janyce,"janyce
"
5182,	jonell,"jonell
"
5183,	marolyn,"marolyn
"
5184,	mimi,"mimi
"
5185,	noreta,"noreta
"
5186,	roseanne,"roseanne
"
5187,	lorelei,"lorelei
"
5188,	vicky,"vicky
"
5189,	helaine,"helaine
"
5190,	maryjo,"maryjo
"
5191,	deana,"deana
"
5192,	janine,"janine
"
5193,	ronda,"ronda
"
5194,	leanne,"leanne
"
5195,	cindy,"cindy
"
5196,	judi,"judi
"
5197,	karel,"karel
"
5198,	karon,"karon
"
5199,	glynda,"glynda
"
5200,	tamara,"tamara
"
5201,	suzann,"suzann
"
5202,	fran,"fran
"
5203,	nanci,"nanci
"
5204,	april,"april
"
5205,	hedy,"hedy
"
5206,	mari,"mari
"
5207,	jannette,"jannette
"
5208,	jerri,"jerri
"
5209,	heidi,"heidi
"
5210,	dotty,"dotty
"
5211,	suellen,"suellen
"
5212,	lonna,"lonna
"
5213,	kathie,"kathie
"
5214,	ilona,"ilona
"
5215,	laraine,"laraine
"
5216,	susann,"susann
"
5217,	rona,"rona
"
5218,	sharen,"sharen
"
5219,	lynnette,"lynnette
"
5220,	scarlett,"scarlett
"
5221,	belinda,"belinda
"
5222,	pam,"pam
"
5223,	ruthanne,"ruthanne
"
5224,	juliann,"juliann
"
5225,	sherron,"sherron
"
5226,	donita,"donita
"
5227,	georgiann,"georgiann
"
5228,	jerilyn,"jerilyn
"
5229,	sharyn,"sharyn
"
5230,	sherri,"sherri
"
5231,	suzan,"suzan
"
5232,	nyla,"nyla
"
5233,	trina,"trina
"
5234,	judyth,"judyth
"
5235,	nikki,"nikki
"
5236,	sheri,"sheri
"
5237,	jana,"jana
"
5238,	adrianne,"adrianne
"
5239,	georgeann,"georgeann
"
5240,	terri,"terri
"
5241,	caren,"caren
"
5242,	kristine,"kristine
"
5243,	geri,"geri
"
5244,	jerilynn,"jerilynn
"
5245,	karan,"karan
"
5246,	rosann,"rosann
"
5247,	cheri,"cheri
"
5248,	leann,"leann
"
5249,	phyliss,"phyliss
"
5250,	merrily,"merrily
"
5251,	melody,"melody
"
5252,	kaaren,"kaaren
"
5253,	cassandra,"cassandra
"
5254,	aloma,"aloma
"
5255,	cathie,"cathie
"
5256,	sandi,"sandi
"
5257,	ronna,"ronna
"
5258,	karren,"karren
"
5259,	jerrilyn,"jerrilyn
"
5260,	sheron,"sheron
"
5261,	pauletta,"pauletta
"
5262,	merrilee,"merrilee
"
5263,	terrie,"terrie
"
5264,	tonya,"tonya
"
5265,	sunny,"sunny
"
5266,	karyn,"karyn
"
5267,	ginny,"ginny
"
5268,	charla,"charla
"
5269,	tana,"tana
"
5270,	charolette,"charolette
"
5271,	marcy,"marcy
"
5272,	cheryle,"cheryle
"
5273,	kathi,"kathi
"
5274,	karyl,"karyl
"
5275,	candy,"candy
"
5276,	sherryl,"sherryl
"
5277,	luana,"luana
"
5278,	rozanne,"rozanne
"
5279,	carlyn,"carlyn
"
5280,	jacquelynn,"jacquelynn
"
5281,	caron,"caron
"
5282,	suzette,"suzette
"
5283,	dorinda,"dorinda
"
5284,	teri,"teri
"
5285,	alana,"alana
"
5286,	danna,"danna
"
5287,	maribeth,"maribeth
"
5288,	pamala,"pamala
"
5289,	rosalinda,"rosalinda
"
5290,	elyse,"elyse
"
5291,	pamella,"pamella
"
5292,	bobbi,"bobbi
"
5293,	corliss,"corliss
"
5294,	cheryll,"cheryll
"
5295,	graciela,"graciela
"
5296,	sherilyn,"sherilyn
"
5297,	deirdre,"deirdre
"
5298,	gerri,"gerri
"
5299,	glinda,"glinda
"
5300,	mickie,"mickie
"
5301,	marybeth,"marybeth
"
5302,	cherrie,"cherrie
"
5303,	laureen,"laureen
"
5304,	patrice,"patrice
"
5305,	aleta,"aleta
"
5306,	candice,"candice
"
5307,	kristina,"kristina
"
5308,	vickey,"vickey
"
5309,	nicki,"nicki
"
5310,	deena,"deena
"
5311,	janeen,"janeen
"
5312,	meryl,"meryl
"
5313,	bettina,"bettina
"
5314,	robyn,"robyn
"
5315,	sharyl,"sharyl
"
5316,	erica,"erica
"
5317,	lani,"lani
"
5318,	leslee,"leslee
"
5319,	deidre,"deidre
"
5320,	katrina,"katrina
"
5321,	kristi,"kristi
"
5322,	cherryl,"cherryl
"
5323,	dayle,"dayle
"
5324,	randi,"randi
"
5325,	lori,"lori
"
5326,	jacalyn,"jacalyn
"
5327,	starr,"starr
"
5328,	kendra,"kendra
"
5329,	suzanna,"suzanna
"
5330,	debby,"debby
"
5331,	valarie,"valarie
"
5332,	melodie,"melodie
"
5333,	annemarie,"annemarie
"
5334,	michaele,"michaele
"
5335,	janna,"janna
"
5336,	trudi,"trudi
"
5337,	sandie,"sandie
"
5338,	daria,"daria
"
5339,	vikki,"vikki
"
5340,	rachelle,"rachelle
"
5341,	tonia,"tonia
"
5342,	marcie,"marcie
"
5343,	candis,"candis
"
5344,	shiela,"shiela
"
5345,	regenia,"regenia
"
5346,	debora,"debora
"
5347,	maura,"maura
"
5348,	caryn,"caryn
"
5349,	kristie,"kristie
"
5350,	lizabeth,"lizabeth
"
5351,	regena,"regena
"
5352,	denice,"denice
"
5353,	drema,"drema
"
5354,	shirleen,"shirleen
"
5355,	cathey,"cathey
"
5356,	cristina,"cristina
"
5357,	lyndia,"lyndia
"
5358,	blanca,"blanca
"
5359,	fonda,"fonda
"
5360,	renae,"renae
"
5361,	kathlene,"kathlene
"
5362,	loreen,"loreen
"
5363,	shauna,"shauna
"
5364,	sharman,"sharman
"
5365,	valorie,"valorie
"
5366,	sanjuanita,"sanjuanita
"
5367,	bethany,"bethany
"
5368,	christa,"christa
"
5369,	sanjuana,"sanjuana
"
5370,	candyce,"candyce
"
5371,	lorrie,"lorrie
"
5372,	tara,"tara
"
5373,	pamelia,"pamelia
"
5374,	kristy,"kristy
"
5375,	collette,"collette
"
5376,	roxann,"roxann
"
5377,	debrah,"debrah
"
5378,	mindy,"mindy
"
5379,	krista,"krista
"
5380,	leticia,"leticia
"
5381,	terese,"terese
"
5382,	mara,"mara
"
5383,	nicolette,"nicolette
"
5384,	vanessa,"vanessa
"
5385,	merrie,"merrie
"
5386,	debbra,"debbra
"
5387,	jenifer,"jenifer
"
5388,	lourdes,"lourdes
"
5389,	geralyn,"geralyn
"
5390,	jaclyn,"jaclyn
"
5391,	sharleen,"sharleen
"
5392,	lorie,"lorie
"
5393,	allyson,"allyson
"
5394,	angelia,"angelia
"
5395,	jann,"jann
"
5396,	joleen,"joleen
"
5397,	christi,"christi
"
5398,	esmeralda,"esmeralda
"
5399,	teena,"teena
"
5400,	gwenda,"gwenda
"
5401,	rhona,"rhona
"
5402,	brinda,"brinda
"
5403,	pandora,"pandora
"
5404,	jodi,"jodi
"
5405,	kimberley,"kimberley
"
5406,	megan,"megan
"
5407,	lauri,"lauri
"
5408,	paige,"paige
"
5409,	deborrah,"deborrah
"
5410,	joette,"joette
"
5411,	lise,"lise
"
5412,	jacqulyn,"jacqulyn
"
5413,	milagros,"milagros
"
5414,	marlena,"marlena
"
5415,	roxane,"roxane
"
5416,	ellyn,"ellyn
"
5417,	debera,"debera
"
5418,	joni,"joni
"
5419,	cindi,"cindi
"
5420,	tricia,"tricia
"
5421,	brooke,"brooke
"
5422,	doretta,"doretta
"
5423,	lorri,"lorri
"
5424,	danette,"danette
"
5425,	marci,"marci
"
5426,	alisa,"alisa
"
5427,	kari,"kari
"
5428,	lesa,"lesa
"
5429,	francesca,"francesca
"
5430,	lanette,"lanette
"
5431,	sharla,"sharla
"
5432,	kimberlee,"kimberlee
"
5433,	zandra,"zandra
"
5434,	sheree,"sheree
"
5435,	sabrina,"sabrina
"
5436,	valinda,"valinda
"
5437,	sherie,"sherie
"
5438,	joanie,"joanie
"
5439,	starla,"starla
"
5440,	merri,"merri
"
5441,	kerri,"kerri
"
5442,	leeann,"leeann
"
5443,	vernita,"vernita
"
5444,	cherri,"cherri
"
5445,	bambi,"bambi
"
5446,	renita,"renita
"
5447,	janel,"janel
"
5448,	desiree,"desiree
"
5449,	denese,"denese
"
5450,	roni,"roni
"
5451,	sheilah,"sheilah
"
5452,	athena,"athena
"
5453,	jeryl,"jeryl
"
5454,	danita,"danita
"
5455,	gisele,"gisele
"
5456,	sherree,"sherree
"
5457,	debi,"debi
"
5458,	kandy,"kandy
"
5459,	felecia,"felecia
"
5460,	migdalia,"migdalia
"
5461,	dayna,"dayna
"
5462,	debbi,"debbi
"
5463,	debroah,"debroah
"
5464,	jaye,"jaye
"
5465,	monique,"monique
"
5466,	tami,"tami
"
5467,	taryn,"taryn
"
5468,	lorinda,"lorinda
"
5469,	moira,"moira
"
5470,	melodee,"melodee
"
5471,	sheryll,"sheryll
"
5472,	trena,"trena
"
5473,	noemi,"noemi
"
5474,	leesa,"leesa
"
5475,	marisa,"marisa
"
5476,	dawna,"dawna
"
5477,	tracie,"tracie
"
5478,	dani,"dani
"
5479,	sheena,"sheena
"
5480,	dara,"dara
"
5481,	kelli,"kelli
"
5482,	shawna,"shawna
"
5483,	barb,"barb
"
5484,	kathey,"kathey
"
5485,	kellie,"kellie
"
5486,	wendi,"wendi
"
5487,	gaylene,"gaylene
"
5488,	liz,"liz
"
5489,	jeanna,"jeanna
"
5490,	kara,"kara
"
5491,	leisa,"leisa
"
5492,	chandra,"chandra
"
5493,	dori,"dori
"
5494,	jami,"jami
"
5495,	meg,"meg
"
5496,	maritza,"maritza
"
5497,	stacie,"stacie
"
5498,	glynis,"glynis
"
5499,	juli,"juli
"
5500,	babette,"babette
"
5501,	tammie,"tammie
"
5502,	tamera,"tamera
"
5503,	tamra,"tamra
"
5504,	traci,"traci
"
5505,	tammi,"tammi
"
5506,	deb,"deb
"
5507,	tamela,"tamela
"
5508,	cyndi,"cyndi
"
5509,	gabrielle,"gabrielle
"
5510,	cathi,"cathi
"
5511,	erika,"erika
"
5512,	candi,"candi
"
5513,	jacki,"jacki
"
5514,	nilda,"nilda
"
5515,	keri,"keri
"
5516,	sarita,"sarita
"
5517,	tia,"tia
"
5518,	bridgette,"bridgette
"
5519,	tamie,"tamie
"
5520,	brigitte,"brigitte
"
5521,	suzy,"suzy
"
5522,	kirsten,"kirsten
"
5523,	tambra,"tambra
"
5524,	missy,"missy
"
5525,	gigi,"gigi
"
5526,	perri,"perri
"
5527,	karrie,"karrie
"
5528,	lissa,"lissa
"
5529,	lanita,"lanita
"
5530,	suzie,"suzie
"
5531,	bev,"bev
"
5532,	alyson,"alyson
"
5533,	tresa,"tresa
"
5534,	kandi,"kandi
"
5535,	bridgett,"bridgett
"
5536,	cari,"cari
"
5537,	tori,"tori
"
5538,	alesia,"alesia
"
5539,	ivette,"ivette
"
5540,	kerrie,"kerrie
"
5541,	renea,"renea
"
5542,	angelica,"angelica
"
5543,	liane,"liane
"
5544,	shelli,"shelli
"
5545,	lesia,"lesia
"
5546,	penni,"penni
"
5547,	tonja,"tonja
"
5548,	keely,"keely
"
5549,	melisa,"melisa
"
5550,	tari,"tari
"
5551,	deedee,"deedee
"
5552,	kayla,"kayla
"
5553,	lisha,"lisha
"
5554,	misty,"misty
"
5555,	deidra,"deidra
"
5556,	leisha,"leisha
"
5557,	elana,"elana
"
5558,	adriana,"adriana
"
5559,	loriann,"loriann
"
5560,	tania,"tania
"
5561,	dedra,"dedra
"
5562,	evette,"evette
"
5563,	latanya,"latanya
"
5564,	fawn,"fawn
"
5565,	risa,"risa
"
5566,	krystal,"krystal
"
5567,	deeann,"deeann
"
5568,	johnna,"johnna
"
5569,	velvet,"velvet
"
5570,	corina,"corina
"
5571,	jeana,"jeana
"
5572,	angelique,"angelique
"
5573,	marnita,"marnita
"
5574,	jonna,"jonna
"
5575,	machelle,"machelle
"
5576,	maribel,"maribel
"
5577,	barbie,"barbie
"
5578,	loria,"loria
"
5579,	gwyn,"gwyn
"
5580,	shanna,"shanna
"
5581,	monika,"monika
"
5582,	trisha,"trisha
"
5583,	alecia,"alecia
"
5584,	janene,"janene
"
5585,	latonya,"latonya
"
5586,	staci,"staci
"
5587,	stefanie,"stefanie
"
5588,	melonie,"melonie
"
5589,	marisol,"marisol
"
5590,	aretha,"aretha
"
5591,	marti,"marti
"
5592,	darci,"darci
"
5593,	adriene,"adriene
"
5594,	dawne,"dawne
"
5595,	charisse,"charisse
"
5596,	shirl,"shirl
"
5597,	lesli,"lesli
"
5598,	jena,"jena
"
5599,	brigette,"brigette
"
5600,	tamala,"tamala
"
5601,	shana,"shana
"
5602,	delisa,"delisa
"
5603,	maricela,"maricela
"
5604,	alyssa,"alyssa
"
5605,	michell,"michell
"
5606,	tonda,"tonda
"
5607,	richelle,"richelle
"
5608,	jeanmarie,"jeanmarie
"
5609,	marissa,"marissa
"
5610,	melony,"melony
"
5611,	deneen,"deneen
"
5612,	mia,"mia
"
5613,	kecia,"kecia
"
5614,	djuna,"djuna
"
5615,	djuana,"djuana
"
5616,	noelle,"noelle
"
5617,	renata,"renata
"
5618,	tessa,"tessa
"
5619,	anjanette,"anjanette
"
5620,	denine,"denine
"
5621,	daneen,"daneen
"
5622,	holli,"holli
"
5623,	kimberli,"kimberli
"
5624,	linette,"linette
"
5625,	christal,"christal
"
5626,	alisha,"alisha
"
5627,	elaina,"elaina
"
5628,	karri,"karri
"
5629,	delinda,"delinda
"
5630,	tyra,"tyra
"
5631,	tawana,"tawana
"
5632,	marnie,"marnie
"
5633,	dionne,"dionne
"
5634,	kimberlie,"kimberlie
"
5635,	gabriela,"gabriela
"
5636,	casandra,"casandra
"
5637,	marni,"marni
"
5638,	tangela,"tangela
"
5639,	kimberely,"kimberely
"
5640,	shanda,"shanda
"
5641,	demetria,"demetria
"
5642,	lavonda,"lavonda
"
5643,	natasha,"natasha
"
5644,	mechelle,"mechelle
"
5645,	shonda,"shonda
"
5646,	yolonda,"yolonda
"
5647,	brigid,"brigid
"
5648,	julianna,"julianna
"
5649,	carin,"carin
"
5650,	keli,"keli
"
5651,	gia,"gia
"
5652,	latricia,"latricia
"
5653,	lizette,"lizette
"
5654,	cristine,"cristine
"
5655,	bethann,"bethann
"
5656,	tabatha,"tabatha
"
5657,	joelle,"joelle
"
5658,	lara,"lara
"
5659,	sonji,"sonji
"
5660,	tamatha,"tamatha
"
5661,	tasha,"tasha
"
5662,	tatia,"tatia
"
5663,	gidget,"gidget
"
5664,	latonia,"latonia
"
5665,	brandi,"brandi
"
5666,	nichole,"nichole
"
5667,	alissa,"alissa
"
5668,	demetra,"demetra
"
5669,	joell,"joell
"
5670,	inger,"inger
"
5671,	caprice,"caprice
"
5672,	denita,"denita
"
5673,	mellissa,"mellissa
"
5674,	lia,"lia
"
5675,	catrina,"catrina
"
5676,	milissa,"milissa
"
5677,	sunday,"sunday
"
5678,	meghan,"meghan
"
5679,	andria,"andria
"
5680,	nichelle,"nichelle
"
5681,	cami,"cami
"
5682,	anissa,"anissa
"
5683,	josette,"josette
"
5684,	lissette,"lissette
"
5685,	adriane,"adriane
"
5686,	windy,"windy
"
5687,	kami,"kami
"
5688,	buffy,"buffy
"
5689,	karie,"karie
"
5690,	keisha,"keisha
"
5691,	wende,"wende
"
5692,	tawnya,"tawnya
"
5693,	danelle,"danelle
"
5694,	misti,"misti
"
5695,	tisha,"tisha
"
5696,	larissa,"larissa
"
5697,	darcie,"darcie
"
5698,	mayra,"mayra
"
5699,	sebrina,"sebrina
"
5700,	ericka,"ericka
"
5701,	towanda,"towanda
"
5702,	michaela,"michaela
"
5703,	cristy,"cristy
"
5704,	cherise,"cherise
"
5705,	tanja,"tanja
"
5706,	carie,"carie
"
5707,	carri,"carri
"
5708,	tiffani,"tiffani
"
5709,	coretta,"coretta
"
5710,	tamiko,"tamiko
"
5711,	tamika,"tamika
"
5712,	chantel,"chantel
"
5713,	shannan,"shannan
"
5714,	kristal,"kristal
"
5715,	davina,"davina
"
5716,	kirstin,"kirstin
"
5717,	latrice,"latrice
"
5718,	jolie,"jolie
"
5719,	cristi,"cristi
"
5720,	cori,"cori
"
5721,	araceli,"araceli
"
5722,	stephenie,"stephenie
"
5723,	melissia,"melissia
"
5724,	chantal,"chantal
"
5725,	corrina,"corrina
"
5726,	gillian,"gillian
"
5727,	rolanda,"rolanda
"
5728,	nicola,"nicola
"
5729,	kellee,"kellee
"
5730,	shani,"shani
"
5731,	chanda,"chanda
"
5732,	cinnamon,"cinnamon
"
5733,	chelsea,"chelsea
"
5734,	ami,"ami
"
5735,	racquel,"racquel
"
5736,	nicolle,"nicolle
"
5737,	autumn,"autumn
"
5738,	kisha,"kisha
"
5739,	latasha,"latasha
"
5740,	shonna,"shonna
"
5741,	christin,"christin
"
5742,	latisha,"latisha
"
5743,	dione,"dione
"
5744,	jada,"jada
"
5745,	kyra,"kyra
"
5746,	mindi,"mindi
"
5747,	shona,"shona
"
5748,	mellisa,"mellisa
"
5749,	christen,"christen
"
5750,	alexandria,"alexandria
"
5751,	sharonda,"sharonda
"
5752,	julissa,"julissa
"
5753,	karina,"karina
"
5754,	kira,"kira
"
5755,	tawanda,"tawanda
"
5756,	marisela,"marisela
"
5757,	terra,"terra
"
5758,	lashonda,"lashonda
"
5759,	tera,"tera
"
5760,	toya,"toya
"
5761,	carissa,"carissa
"
5762,	stefani,"stefani
"
5763,	kesha,"kesha
"
5764,	tisa,"tisa
"
5765,	maya,"maya
"
5766,	angella,"angella
"
5767,	tiffanie,"tiffanie
"
5768,	trista,"trista
"
5769,	raina,"raina
"
5770,	crista,"crista
"
5771,	kristan,"kristan
"
5772,	tawanna,"tawanna
"
5773,	niki,"niki
"
5774,	serina,"serina
"
5775,	shawnda,"shawnda
"
5776,	tosha,"tosha
"
5777,	christel,"christel
"
5778,	tracee,"tracee
"
5779,	dyan,"dyan
"
5780,	tanisha,"tanisha
"
5781,	chantelle,"chantelle
"
5782,	stephany,"stephany
"
5783,	treena,"treena
"
5784,	yesenia,"yesenia
"
5785,	candida,"candida
"
5786,	tarsha,"tarsha
"
5787,	tameka,"tameka
"
5788,	ayanna,"ayanna
"
5789,	jenni,"jenni
"
5790,	brandie,"brandie
"
5791,	shantel,"shantel
"
5792,	ebony,"ebony
"
